,Min Date,Over 10 Years
CLOI,2022-06-23 00:00:00-04:00,False
APRW,2020-06-01 00:00:00-04:00,False
JSTC,2020-12-10 00:00:00-05:00,False
LOWV,2023-03-28 00:00:00-04:00,False
SPUC,2020-09-04 00:00:00-04:00,False
URNJ,2023-02-02 00:00:00-05:00,False
VIXM,2011-01-04 00:00:00-05:00,True
XHYC,2022-02-17 00:00:00-05:00,False
FDT,2011-04-19 00:00:00-04:00,True
JPIN,2014-11-10 00:00:00-05:00,False
OOSP,2024-04-10 00:00:00-04:00,False
HYUP,2018-01-11 00:00:00-05:00,False
FXA,2006-06-26 00:00:00-04:00,True
FPAG,2021-12-17 00:00:00-05:00,False
ULVM,2017-10-27 00:00:00-04:00,False
TECS,2008-12-30 00:00:00-05:00,True
FMQQ,2021-09-28 00:00:00-04:00,False
TYD,2009-04-16 00:00:00-04:00,True
OCTZ,2020-10-01 00:00:00-04:00,False
RDVY,2014-01-07 00:00:00-05:00,True
VXZ,2018-01-25 00:00:00-05:00,False
NFRA,2013-10-09 00:00:00-04:00,True
BSMR,2019-09-26 00:00:00-04:00,False
VTEI,2024-01-30 00:00:00-05:00,False
RYLD,2019-04-22 00:00:00-04:00,False
ITDE,2023-10-23 00:00:00-04:00,False
LEAD,2016-01-06 00:00:00-05:00,False
BTR,2023-04-18 00:00:00-04:00,False
IEMG,2012-10-24 00:00:00-04:00,True
FXO,2007-05-10 00:00:00-04:00,True
